xData,yData
541.0,-512.9040569067001
542.0,-509.175568819046
543.0,-511.0870473086834
544.0,-518.6697140336037
545.0,-512.18546256423
546.0,-513.7203752994537
547.0,-518.1601658463478
548.0,-525.9025871753693
549.0,-514.8586168885231
550.0,-525.758695602417
551.0,-516.8949604034424
552.0,-522.1853643655777
553.0,-510.3913679718971
554.0,-553.1755328178406
555.0,-519.6904972195625
556.0,-527.146527171135
557.0,-523.7682342529297
558.0,-565.7803118228912
559.0,-520.1674669981003
560.0,-543.9397871494293
561.0,-520.3525751829147
562.0,-527.1311819553375
563.0,-521.0732847452164
564.0,-555.329817533493
565.0,-541.5568232536316
566.0,-515.476430952549
567.0,-517.585913836956
568.0,-514.1974791884422
569.0,-513.8786926865578
570.0,-510.7353873550892
571.0,-518.0958986282349
572.0,-520.668075978756
573.0,-513.5055974125862
574.0,-525.1373589038849
575.0,-520.3468009829521
576.0,-526.0762393474579
577.0,-556.1261177062988
578.0,-522.459065914154
579.0,-524.1584300994873
580.0,-518.6952203512192
581.0,-520.8022877573967
582.0,-550.5869626998901
583.0,-519.1108614206314
584.0,-519.1973373293877
585.0,-518.1159660220146
586.0,-523.1956839561462
587.0,-548.3862906694412
588.0,-510.90100184082985
589.0,-519.6194410324097
590.0,-513.9590591192245
591.0,-544.7802782058716
592.0,-514.541631937027
593.0,-521.1381390690804
594.0,-518.9918980002403
595.0,-521.958065032959
596.0,-521.9422563910484
597.0,-523.2368543744087
598.0,-515.7684966921806
599.0,-513.509438931942
600.0,-516.6745245456696
601.0,-525.4825413227081
602.0,-519.6282222867012
603.0,-516.8668136000633
604.0,-517.9071694612503
605.0,-517.966029047966
606.0,-521.3527604937553
607.0,-517.1181365847588
608.0,-526.6046941280365
609.0,-517.4735262989998
610.0,-525.4416972398758
611.0,-516.8714612722397
612.0,-522.1063002943993
613.0,-515.6125828623772
614.0,-515.3260245919228
615.0,-520.7905501127243
616.0,-527.624523639679
617.0,-512.4229066073895
618.0,-520.8624452352524
619.0,-526.0407626628876
620.0,-522.8732571005821
621.0,-512.9128947854042
622.0,-516.5790766477585
623.0,-522.7321982383728
624.0,-523.792652785778
625.0,-514.1967535018921
626.0,-519.7371557354927
627.0,-519.3181037902832
628.0,-518.5988426208496
629.0,-521.413043141365
630.0,-522.6688027381897
631.0,-516.5310993790627
632.0,-514.1870319843292
633.0,-526.5002191066742
634.0,-517.6374197006226
635.0,-520.9838286042213
636.0,-520.8900794386864
637.0,-513.4355634450912
638.0,-529.7469645738602
639.0,-523.0891063809395
640.0,-522.8003844618797
641.0,-520.2017292380333
642.0,-282.0
643.0,-520.4464390873909
644.0,-519.3820953369141
645.0,-513.6501953005791
646.0,-552.2390842437744
647.0,-516.5231734514236
648.0,-519.2898988723755
649.0,-519.2242830991745
650.0,-525.2665489912033
651.0,-518.9043059945107
652.0,-514.0341013669968
653.0,-515.9998908638954
654.0,-529.0110856294632
655.0,-545.5344200134277
656.0,-520.7283988595009
657.0,-522.9364156723022
658.0,-518.8595667481422
659.0,-516.388925909996
660.0,-552.0159840583801
661.0,-530.9348285198212
662.0,-515.1596054434776
663.0,-563.1844878196716
664.0,-519.2138746380806
665.0,-511.5998461842537
666.0,-517.6381543278694
667.0,-514.517742395401
668.0,-520.4364374279976
669.0,-522.354955971241
670.0,-514.4502326846123
671.0,-523.9347621798515
672.0,-519.8642507195473
673.0,-513.0057603120804
674.0,-517.356587946415
675.0,-515.855085849762
676.0,-523.5882550477982
677.0,-535.3279441595078
678.0,-512.7439439296722
679.0,-518.644043803215
680.0,-505.7161711156368
681.0,-519.4544151425362
682.0,-513.8724491000175
683.0,-516.0422831773758
684.0,-518.4528514742851
685.0,-524.5130106806755
686.0,-533.7515860795975
687.0,-515.5988022685051
688.0,-510.2040708065033
689.0,-527.7104824781418
690.0,-515.5834272503853
691.0,-510.73375418782234
692.0,-508.9855968952179
693.0,11.0
694.0,-514.9293497204781
695.0,-524.3087530136108
696.0,-518.1220456957817
697.0,-513.284221291542
698.0,-521.4317664504051
699.0,-515.2389958500862
700.0,-518.0418595671654
701.0,-519.3924054503441
702.0,-513.1014838814735
703.0,-508.8802233338356
704.0,-517.8293764591217
705.0,-516.0465866327286
706.0,-514.0414386987686
707.0,-533.7383925914764
708.0,-518.8461109995842
709.0,-510.3958837687969
710.0,-515.3452098369598
711.0,-514.7408500313759
712.0,-515.2285009622574
713.0,-527.4321854114532
714.0,-514.0478134155273
715.0,-522.0827534794807
716.0,-520.5499202013016
717.0,-520.492784678936
718.0,-521.106767654419
719.0,-526.2794107198715
720.0,-514.2230600118637
721.0,-505.67186176776886
722.0,-526.5917420387268
723.0,-522.579500079155
724.0,-512.3297438025475
725.0,-517.0804351568222
726.0,-518.5327365994453
727.0,-513.7837812304497
728.0,-510.5006717145443
729.0,-516.0628855228424
730.0,-523.2974708080292
731.0,-521.2089881300926
732.0,-518.7764763832092
733.0,-523.8164126873016
734.0,-530.992379784584
735.0,-516.959285736084
736.0,-554.6255171298981
737.0,-527.4786859750748
738.0,3.0
739.0,-525.6617248058319
740.0,-520.9652066230774
741.0,-516.8919906020164
742.0,-516.4961412549019
743.0,-523.3395650982857
744.0,-511.43835335969925
745.0,-516.9078946113586
746.0,-515.5827701091766
747.0,-509.41503271460533
